cell_id,fraternal,religious,veterans,country_clubs,civic,business,collectors,union,charitable,church_board,school_board,local_board
137,1.576175,2.529525,1.7477749999999999,0.96785,0.9641500000000001,0.7373,0.3014,2.485825,3.28855,1.945525,0.829175,0.401625
138,1.8065666666666667,2.9345777777777777,2.0265222222222223,1.0591777777777778,1.0980777777777777,0.8173666666666667,0.35533333333333333,2.8554222222222223,3.7362333333333333,2.2491333333333334,0.9469111111111111,0.46268888888888887
139,2.016925,3.2048916666666667,2.241016666666667,1.1352583333333333,1.1926333333333332,0.8735916666666667,0.3908583333333333,3.0875833333333333,4.022516666666666,2.4153333333333333,1.048275,0.49795
140,1.7782,2.75955,1.9106,0.9866666666666667,1.0247416666666667,0.747375,0.34408333333333335,2.6234166666666665,3.3947249999999998,2.0361666666666665,0.9633583333333333,0.42018333333333335
141,0.909875,1.3691,0.96655,0.483675,0.5090749999999999,0.334025,0.175025,1.219475,1.6033499999999998,0.99195,0.4972,0.20550000000000002
142,1.7139272727272727,2.577618181818182,1.820381818181818,0.935390909090909,0.9664727272727273,0.6651363636363636,0.33241818181818183,2.310890909090909,3.069627272727273,1.8579727272727273,0.9463727272727273,0.37781818181818183
143,1.9076863636363637,2.9536272727272728,2.1039,1.0978863636363636,1.1216863636363636,0.8060363636363637,0.37285454545454544,2.7118954545454548,3.6546545454545454,2.1758681818181818,1.0078090909090909,0.4535954545454545
144,2.065341666666667,3.260875,2.2957958333333335,1.2601833333333334,1.2475833333333333,0.9608291666666666,0.38554583333333337,3.1327625,4.203929166666667,2.4745791666666666,1.0953916666666668,0.5194624999999999
145,2.0940785714285712,3.3474285714285714,2.387142857142857,1.2850785714285715,1.2931714285714286,0.9484071428571429,0.38915714285714287,3.1286,4.294521428571429,2.575542857142857,1.083057142857143,0.5358499999999999
146,1.8133454545454546,2.934527272727273,2.0024363636363636,1.1062272727272726,1.1101454545454545,0.8683636363636363,0.3431636363636364,2.918681818181818,3.7898181818181818,2.2306,0.9960090909090908,0.4650909090909091
147,1.945175,3.074625,2.1347666666666667,1.1987333333333332,1.16785,0.93985,0.36025833333333335,3.0795583333333334,4.036358333333333,2.3314333333333335,1.0155416666666666,0.5024
148,1.8047166666666667,2.8560083333333335,2.0046749999999998,1.0978083333333333,1.0892166666666667,0.8573916666666667,0.337625,2.8453583333333334,3.7560166666666666,2.173475,0.9171333333333334,0.46660833333333335
149,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0
156,1.0076,1.6515,1.16665,0.5909,0.6212,0.44695,0.19695,1.58335,2.0909,1.2576,0.52275,0.2576
157,1.63158,2.6224,1.84044,0.91506,0.98614,0.70514,0.31194,2.5476199999999998,3.3087,1.98982,0.82608,0.41208
158,1.6693,2.686183333333333,1.8907166666666668,0.93175,1.0079166666666666,0.7145166666666667,0.31916666666666665,2.610333333333333,3.3663833333333333,2.0321333333333333,0.84745,0.42293333333333333
159,0.92895,1.50255,1.07105,0.5076,0.5584,0.3807,0.17765,1.46195,1.8274,1.12185,0.47715,0.2386
160,0,0,0,0,0,0,0,0,0,0,0,0
161,1.857125,2.8801,1.983875,1.16785,1.0943125,0.9238375,0.338275,2.8850375,3.8107875,2.1732375,1.0033625,0.46145
162,1.9369470588235294,3.0181529411764707,2.1290705882352943,1.2199588235294117,1.1636529411764707,0.9282705882352941,0.35207058823529414,2.9167,3.985870588235294,2.301735294117647,0.9942470588235294,0.48758823529411766
163,1.99365,3.127521428571429,2.256092857142857,1.2238857142857142,1.2209642857142857,0.8607071428571429,0.3681,2.8019714285714286,3.978142857142857,2.38405,1.00315,0.49615
164,2.1315,3.3186999999999998,2.1983,1.3927,1.264825,1.106675,0.388725,3.37305,4.42765,2.511,1.182125,0.5303
165,1.05715,1.65395,1.127,0.64125,0.6222,0.50795,0.2,1.673,2.1619,1.2381,0.55555,0.2635
166,0,0,0,0,0,0,0,0,0,0,0,0
167,0.5019,0.804925,0.539775,0.29355,0.303025,0.255675,0.0947,0.8712,1.0606,0.5966,0.2841,0.132575
168,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0,0
171,0,0,0,0,0,0,0,0,0,0,0,0
172,1.0076,1.6515,1.16665,0.5909,0.6212,0.44695,0.19695,1.58335,2.0909,1.2576,0.52275,0.2576
173,1.2910333333333335,2.1027,1.4918,0.7323333333333334,0.7864,0.5517666666666666,0.24973333333333333,2.0302000000000002,2.6122,1.5863,0.6666000000000001,0.3308
174,1.8335066666666666,2.87646,2.0351866666666667,1.1015,1.0935666666666666,0.84658,0.34091333333333335,2.78582,3.72812,2.1635333333333335,0.94506,0.45962000000000003
